Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5
Tracks 1 to 5
447	182.29109	152.93494	 	133.6875	160.73438	 	68.00603	97.53615	 	51.87436	69.68974	*	43.359814	33.004673	*
448	182.41258	152.58392	 	133.46213	160.20454	 	71.34242	102.875755	 	56.860825	74.64948	*	43.89	39.42	*
449	182.25958	152.14111	 	133.13158	159.297	 	74.933525	108.580925	 	62.225	80.06	*	48.160713	45.75893	*
450	182.13928	151.70357	 	132.81818	158.18939	 	78.27439	113.20731	 	68.557594	84.081154	*	55.305084	50.508476	*
451	182.01958	151.41103	 	132.44775	157.44029	 	80.857574	115.67576	*	75.21875	86.81771	*	65.09836	53.139343	*
452	181.88351	151.60753	 	132.20229	157.24046	 	82.51282	116.14103	*	81.5	87.84615	*	76.27273	54.015152	*
453	181.6769	152.09927	 	131.8	157.16154	 	83.72222	113.754906	*	87.172134	86.724045	*	87.01798	53.348923	 
454	181.01672	153.44795	 	130.97368	157.19925	 	85.18493	109.5137	*	92.516304	84.027176	*	97.29562	51.879562	 
455	180.18	155.13637	 	129.90945	157.64961	 	87.06291	104.07616	*	98.097824	80.25	*	108.304344	49.869564	 
456	179.51888	156.77925	 	129.12791	157.84108	 	89.70395	98.38816	*	103.86158	76.59039	*	119.28014	48.14539	 
457	178.86758	158.44862	 	128.3062	158.43799	 	93.04667	93.166664	*	110.1213	72.97337	*	130.18889	46.788887	 
458	178.17659	160.16383	 	127.625984	158.98819	 	97.24	88.48	*	116.17081	69.92857	*	140.48518	46.559258	 
459	177.70721	162.33333	 	127.12308	159.83846	 	102.58	84.18	*	123.059006	66.972046	*	150.19925	45.703007	 
460	177.3301	164.76698	 	126.7381	161.09525	 	108.59655	80.293106	*	130.23418	63.99367	*	159.5752	44.642857	 
461	177.07712	167.18657	 	126.51626	162.18292	 	115.386665	76.7	*	138.25484	60.964516	*	169.11151	43.471222	 
462	177.12962	169.42064	 	126.59677	163.15323	 	122.473335	73.76667	*	146.21613	58.403225	*	178.47101	42.434784	 
463	177.2027	171.31622	 	126.76667	163.91667	 	128.92465	71.71918	*	153.35527	55.789474	*	187.28195	41.274437	 
464	177.51648	172.46153	 	127.42742	164.37903	 	133.94057	70.003494	*	158.21698	52.933964	*	193.65079	39.27778	 
465	177.96196	173.04347	 	128.436	164.316	 	136.35715	68.35	*	160.01282	49.5	*	195.475	35.1	 
466	178.65425	172.34575	 	129.6	163.50769	 	136.16667	66.229164	*	158.45322	45.365498	*	192.2874	28.405512	 
467	179.4949	170.73979	 	131.23485	162.19698	 	132.39543	64.27124	*	152.23743	41.047485	*	185.71666	24.783333	 
468	180.33902	168.44147	 	132.27953	160.7126	 	127.57843	62.98366	*	145.19142	38.442856	*	179.20493	23.991804	*
469	181.13235	165.64215	 	132.79231	159.16154	 	123.34615	62.71154	*	139.52907	37.686047	*	173.04701	23.508547	*
470	181.5	163.14532	 	133.5	157.82558	 	119.34146	63.463413	*	134.1763	37.80636	*	167.23914	23.308695	*
471	182.21219	160.93414	 	133.93846	156.00769	 	115.63333	64.42121	*	129.20454	38.113636	*	161.28378	23.328829	*
472	182.99283	159.0311	 	134.70454	154.36363	 	112.493866	65.62884	*	124.32659	38.760117	*	155.94348	23.43913	*
473	183.50484	157.05556	 	135.4771	152.5916	 	109.56748	66.75153	*	119.68889	39.4	*	150.26576	23.373875	*
474	184.36546	155.44171	 	135.84558	150.77942	 	106.75444	68.17455	*	115.11326	40.279007	*	144.60435	23.604347	*
475	184.73853	153.9954	 	136.53731	149.44775	 	104.33132	69.656624	*	110.59836	41.275955	*	139.00435	23.726088	*
476	185.88136	153.11864	 	137.1187	148.51439	 	101.965515	71.373566	*	106.31216	42.44475	*	133.42241	23.801723	*
477	186.64894	152.62766	 	137.83333	147.97826	 	100.03846	73.25739	*	102.46722	44.062843	*	128.05357	24.035715	*
478	187.54471	152.63008	 	138.67392	148.10869	 	97.844826	75.33908	*	98.42896	45.887978	*	122.65179	24.357143	*
479	188.61742	153.01822	 	139.5	148.77536	 	95.833336	77.36207	*	94.60989	47.807693	*	117.16964	24.625	*
480	189.59126	153.9246	 	140.27306	149.71986	 	93.9	79.454285	*	91.021736	49.538044	*	111.93104	24.758621	*
481	190.56226	155.35603	 	141.01408	151.12675	 	92.037575	81.37862	*	87.424324	51.408108	*	106.58108	24.977478	*
482	191.5	157.05254	 	141.64185	153.09575	 	90.23256	83.20349	*	83.82796	52.989246	*	101.0339	25.228813	*
483	192.43024	159.10852	 	142.57857	155.17143	 	88.643715	84.637726	*	80.55914	54.360214	*	95.73077	25.405983	*
484	193.47368	161.09775	 	143.54286	157.54286	 	87.209305	85.76163	*	77.422226	55.705555	*	90.36207	25.48276	*
485	194.74452	163.10583	 	144.64493	160.03622	 	86.3353	86.85294	*	74.63661	56.969944	*	85.034485	25.76724	*
486	196.04213	164.8077	 	146.10992	162.51419	 	86.0679	87.58642	*	72.15169	58.016853	*	79.47458	25.779661	*
487	197.72662	166.61151	 	147.52206	164.91911	 	86.70625	87.95	*	70.25429	59.16857	*	73.87288	25.923729	*
488	199.53546	168.15602	 	149.14493	167.07246	 	88.11688	88.155846	 	69.41228	60.75731	*	68.46581	26.517094	*
489	201.4	169.00357	 	151.16429	169.0	 	89.87423	90.837425	 	70.61892	63.80811	*	65.07522	28.207964	*
490	203.21428	168.97253	 	153.30435	170.05797	 	91.65385	97.26331	 	75.67949	68.684616	*	64.436844	32.5	*
491	204.9291	168.08182	 	155.31203	170.68045	 	94.6018	104.68563	 	81.72111	75.444725	*	67.82584	40.44382	*
492	206.43657	167.02985	 	157.03383	171.15413	 	98.93636	112.257576	 	87.55641	82.93077	*	74.13333	47.58889	*
493	207.81717	166.09702	 	158.4562	171.27373	 	103.51875	119.125	 	93.688484	89.85602	*	81.14762	54.22381	*
494	209.17194	165.03755	 	159.86568	170.89552	 	107.77333	124.68	 	100.49448	95.588394	*	88.28505	60.16355	*
495	210.2615	164.19456	 	161.19173	170.36465	 	111.457146	127.792854	 	107.30114	99.03977	*	96.11157	64.285126	*
496	211.20045	163.71198	 	162.43939	170.12122	 	114.22868	127.72481	*	114.006096	99.63415	*	106.08462	66.315384	*
497	212.49524	163.96666	 	163.5303	170.07576	 	117.01111	125.151855	*	120.57784	98.0988	*	118.01095	64.97445	 
498	213.48462	165.03847	 	164.3	170.252	 	119.568184	120.704544	*	126.9881	95.291664	*	130.72656	62.632812	 
499	214.16145	166.82292	 	164.95967	170.37903	 	122.612785	115.48496	*	133.58939	91.963684	*	142.48473	60.690838	 
500	214.8224	168.74043	 	165.38333	170.975	 	126.08594	110.265625	*	139.99432	88.67614	*	153.9567	59.169292	 
